-1.0854833	1.0639623	1.0654148	-1.1247408	-1.0569412	1.049456	0.9610546
-1.5413487	1.427692	1.4545401	-1.5040474	-1.4111626	1.4096955	1.4552981
3.322354	-3.266508	-3.24997	3.3664422	3.062442	-3.1251833	-3.2681987
-4.3211055	4.2477636	4.316511	-4.3309517	-4.192217	4.193453	4.2364526
-0.56293756	0.51049286	0.54796916	-0.56992435	-0.57647675	0.5591988	0.58462524
-1.3844924	1.3449335	1.3361143	-1.4520121	-1.3499131	1.3796247	1.3436452
1.0586584	-1.0619917	-1.0617408	1.081623	0.9699497	-0.95165026	-1.0220926
-0.6650472	0.61972773	0.69733196	-0.6965986	-0.66086954	0.61050576	0.65864897
-1.1450137	1.2215645	1.2204374	-1.178839	-1.1200836	1.1924193	1.1934431
-3.377397	3.2943366	3.3508563	-3.3221054	-3.198514	3.176396	3.3573163
-4.2401752	4.2654195	4.268771	-4.3595304	-4.1684017	4.1982746	4.2374954
3.423734	-3.4048672	-3.3860497	3.47647	3.2123795	-3.2265196	-3.40558
-0.5696175	0.4792195	0.5483311	-0.53297144	-0.5367426	0.52632457	0.55064327
-0.14892565	0.16822143	0.18884335	-0.15261064	-0.11666833	0.16903068	0.14481239
0.06306797	-0.086111575	-0.10544525	0.09861248	0.018053418	-0.03183692	-0.05718493
0.047440544	-0.04820127	-0.061818924	0.08220412	0.008606417	-0.046364114	-0.098797575
1.9170182	-1.915956	-1.9266253	1.9972041	1.8457494	-1.912844	-1.956535
-1.9371892	1.957539	1.8768041	-1.8962791	-1.8950276	1.82428	1.9311764
-0.074748755	0.13450113	0.13178912	-0.10977569	-0.18226285	0.14481367	0.15567592
-1.1963254	1.246028	1.1746341	-1.2521757	-1.1770561	1.2216204	1.2523966
-0.30052853	0.31136584	0.22482707	-0.31175467	-0.27743796	0.24753626	0.23961358
-0.48427758	0.49346948	0.56842875	-0.53185093	-0.56196153	0.5151901	0.4886994
-0.32013175	0.28620112	0.35807043	-0.31227037	-0.35214826	0.33715934	0.37003338
-1.7237344	1.7344644	1.7350421	-1.7268765	-1.6461238	1.6297514	1.6763783
3.171838	-3.1898255	-3.1235423	3.2113912	3.005185	-3.0090137	-3.1613173
